AuthorId,RecipeId,Rating,Like,TestSetId
1814518A,43790,NA,FALSE,NA
1814518A,196768,NA,TRUE,NA
1814518A,162088,NA,TRUE,NA
1814518A,90892,2,TRUE,NA
1814518A,80217,NA,TRUE,NA
1814518A,182629,NA,TRUE,NA
1814626E,32173,2,FALSE,NA
1814836D,56453,2,TRUE,NA
1815043D,56,NA,FALSE,NA
1815328E,67319,2,FALSE,NA
181611B,21518,2,FALSE,NA
1816361A,263633,2,FALSE,NA
1816361A,22782,2,FALSE,NA
1816361A,358567,NA,FALSE,NA
1816361A,1423,NA,FALSE,NA
1816361A,46544,NA,FALSE,NA
1816796E,44377,NA,FALSE,NA
1816966D,174126,2,FALSE,NA
1817603B,207687,2,FALSE,NA
181761E,88745,2,FALSE,NA
1817752C,52486,NA,TRUE,NA
1817842A,224947,2,FALSE,NA
1817842A,213765,NA,TRUE,NA
181787E,37336,2,TRUE,NA
1817929B,75720,NA,FALSE,NA
1818165C,116185,NA,FALSE,NA
1818165C,26733,2,TRUE,NA
1818228B,85997,NA,FALSE,NA
181864B,28338,2,FALSE,NA
1818689C,40814,2,FALSE,NA
1818864A,214881,2,FALSE,NA
1818955E,4574,NA,FALSE,NA
1818955E,192394,NA,FALSE,NA
1818955E,93267,2,FALSE,NA
1818955E,3706,2,FALSE,NA
1818955E,106251,NA,FALSE,NA
181897D,471782,2,FALSE,NA
1819080A,372105,NA,FALSE,NA
181912D,8794,NA,FALSE,NA
181912D,28662,2,FALSE,NA
181917A,29538,NA,FALSE,NA
181917A,307868,2,TRUE,NA
1819259C,248592,2,FALSE,NA
1819425D,164937,2,FALSE,NA
1819498B,290303,2,FALSE,NA
1819498B,48282,NA,FALSE,NA
1819498B,221183,2,FALSE,NA
1819498B,8602,NA,FALSE,NA
1819498B,168227,2,FALSE,NA
1819498B,96154,NA,FALSE,NA
1819498B,64639,2,FALSE,NA
1819498B,221217,NA,FALSE,NA
1819498B,221240,2,FALSE,NA
1819498B,223653,NA,TRUE,NA
1819498B,67573,2,TRUE,NA
1819498B,177514,2,TRUE,NA
1819498B,307631,NA,TRUE,NA
181966E,145066,2,FALSE,NA
181966E,69063,2,FALSE,NA
1820472C,22137,NA,FALSE,NA
1820717D,168205,2,FALSE,NA
1820748B,78684,2,FALSE,NA
1820748B,58542,2,FALSE,NA
1820748B,89221,2,FALSE,NA
1820748B,94798,2,FALSE,NA
1820748B,58914,2,FALSE,NA
1820748B,87646,NA,FALSE,NA
1820748B,66733,2,FALSE,NA
1820748B,30006,2,FALSE,NA
1820748B,62278,2,FALSE,NA
1820748B,16200,NA,FALSE,NA
1820748B,100672,2,FALSE,NA
1820748B,63232,2,FALSE,NA
1820748B,59916,2,FALSE,NA
1820748B,30458,2,FALSE,NA
1820748B,19962,NA,FALSE,NA
1820748B,16786,2,FALSE,NA
1820748B,58107,2,FALSE,NA
1820748B,35972,NA,FALSE,NA
1820748B,76411,2,FALSE,NA
1820748B,16814,NA,FALSE,NA
1820748B,59372,2,FALSE,NA
1820748B,57913,NA,FALSE,NA
1820748B,63756,2,FALSE,NA
1820748B,144895,NA,FALSE,NA
1820748B,61568,NA,FALSE,NA
1820748B,61850,2,FALSE,NA
1820748B,60099,2,FALSE,NA
1820748B,117455,2,FALSE,NA
1820748B,62564,NA,FALSE,NA
1820748B,54002,NA,FALSE,NA
1820748B,87677,2,FALSE,NA
1820748B,59588,2,FALSE,NA
1820748B,58596,NA,FALSE,NA
1820748B,27293,2,FALSE,NA
1820748B,66218,NA,FALSE,NA
1820748B,32674,2,FALSE,NA
1820748B,48072,2,TRUE,NA
1820748B,93129,2,TRUE,NA
1820748B,88136,2,TRUE,NA
1820748B,48002,2,TRUE,NA
1820748B,52807,2,TRUE,NA
1820748B,56294,NA,TRUE,NA
1820748B,93206,2,TRUE,NA
1820748B,64287,2,TRUE,NA
1820748B,51540,2,TRUE,NA
1820763E,221107,2,FALSE,NA
1820763E,119996,NA,FALSE,NA
1820763E,239527,2,FALSE,NA
1820763E,29598,NA,FALSE,NA
1820763E,177372,2,FALSE,NA
1820763E,71513,2,FALSE,NA
1820763E,88939,NA,FALSE,NA
1820763E,364860,2,FALSE,NA
1820763E,295643,NA,FALSE,NA
1820763E,134377,2,FALSE,NA
1820763E,258136,2,FALSE,NA
1820763E,53763,NA,FALSE,NA
1820763E,321376,2,FALSE,NA
1820763E,14680,NA,FALSE,NA
1820763E,23548,NA,FALSE,NA
1820763E,120494,2,FALSE,NA
1820763E,148138,2,TRUE,NA
1820763E,165117,NA,TRUE,NA
1820808A,535522,NA,TRUE,NA
1820853C,254187,2,FALSE,NA
1820997D,116695,2,FALSE,NA
1820997D,173220,2,FALSE,NA
1820997D,137794,2,FALSE,NA
1820997D,147237,2,FALSE,NA
1820997D,26306,2,FALSE,NA
1820997D,110734,2,TRUE,NA
1820997D,100116,NA,TRUE,NA
182113E,45809,2,FALSE,NA
1821320D,116849,NA,FALSE,NA
1821320D,76930,2,FALSE,NA
182155E,443987,NA,FALSE,NA
1821579B,21843,2,FALSE,NA
1821579B,53133,NA,FALSE,NA
1821643D,104352,2,FALSE,NA
1821704B,16885,NA,FALSE,NA
182183E,87970,NA,FALSE,NA
182183E,304976,NA,FALSE,NA
182183E,309448,2,FALSE,NA
182183E,49335,NA,FALSE,NA
1821855C,97946,2,FALSE,NA
1821855C,12039,NA,FALSE,NA
1822103B,23821,2,FALSE,NA
1822126B,54989,NA,FALSE,NA
1822191C,360428,2,FALSE,NA
1822191C,169041,NA,FALSE,NA
1822191C,22747,2,FALSE,NA
1822191C,25834,2,FALSE,NA
18221E,400290,NA,FALSE,NA
1822468D,124074,NA,FALSE,NA
1822507B,75446,2,FALSE,NA
1822507B,238143,2,FALSE,NA
1822507B,48755,2,FALSE,NA
1822507B,142563,2,FALSE,NA
1822507B,15411,NA,FALSE,NA
1822507B,133699,2,FALSE,NA
1822507B,268750,2,TRUE,NA
1822574B,250519,2,FALSE,NA
1822579C,120921,2,FALSE,NA
1822579C,120703,2,FALSE,NA
1822579C,123754,NA,FALSE,NA
1822760B,200194,NA,FALSE,NA
1823226A,497323,2,FALSE,NA
182330A,75302,2,FALSE,NA
1823326D,89575,2,FALSE,NA
1823511D,13324,2,TRUE,NA
1823526C,303890,NA,FALSE,NA
1823816A,524989,2,FALSE,NA
182409E,109555,2,FALSE,NA
1824133E,494972,NA,FALSE,NA
1824133E,494609,2,FALSE,NA
1824143C,172290,2,FALSE,NA
1824143C,40022,2,FALSE,NA
1824231A,199780,2,FALSE,NA
1824231A,95365,NA,FALSE,NA
1824625D,83298,NA,TRUE,NA
1824698D,78709,NA,FALSE,NA
1824886B,61755,NA,FALSE,NA
1824886B,66740,NA,FALSE,NA
1825181B,56252,NA,FALSE,NA
182539E,123265,2,FALSE,NA
182539E,33245,NA,FALSE,NA
1825448E,440128,NA,FALSE,NA
1825496B,22782,2,FALSE,NA
182551E,146894,2,FALSE,NA
182551E,53599,2,FALSE,NA
182551E,279923,NA,FALSE,NA
182551E,30484,2,TRUE,NA
182551E,200460,NA,TRUE,NA
182551E,382476,NA,TRUE,NA
1825568E,15846,NA,FALSE,NA
1825691E,31436,NA,FALSE,NA
182575B,518430,2,FALSE,NA
182575B,89542,2,FALSE,NA
182575B,14906,2,FALSE,NA
182575B,121281,NA,TRUE,NA
1826030A,2902,2,FALSE,NA
1826099D,415200,NA,FALSE,NA
182624D,125875,2,FALSE,NA
1826260C,13630,2,FALSE,NA
1826292B,26737,2,FALSE,NA
1826325E,506787,NA,FALSE,NA
1826505D,47419,2,FALSE,NA
1826611B,33273,2,FALSE,NA
1826611B,313340,2,FALSE,NA
1826611B,297103,NA,FALSE,NA
1826611B,145165,NA,FALSE,NA
1826611B,301218,2,FALSE,NA
1826611B,119045,NA,FALSE,NA
1826611B,167607,2,FALSE,NA
1826611B,156855,NA,TRUE,NA
182663B,205890,2,TRUE,NA
1826641B,473258,NA,FALSE,NA
182670A,121799,2,FALSE,NA
182670A,12569,NA,FALSE,NA
1827018C,29829,NA,FALSE,NA
1827381D,129703,2,FALSE,NA
1827381D,363339,2,FALSE,NA
1827381D,208583,2,FALSE,NA
1827381D,236641,2,FALSE,NA
1827381D,10744,NA,FALSE,NA
1827381D,10155,NA,FALSE,NA
1827381D,40633,2,FALSE,NA
1827381D,137725,2,FALSE,NA
1827381D,28559,2,FALSE,NA
1827381D,94989,2,FALSE,NA
1827381D,127781,NA,FALSE,NA
1827381D,356,2,FALSE,NA
1827381D,16687,2,FALSE,NA
1827381D,8792,NA,FALSE,NA
1827381D,25518,2,FALSE,NA
1827381D,286661,NA,FALSE,NA
1827381D,27945,2,FALSE,NA
1827381D,35252,NA,FALSE,NA
1827381D,19724,2,TRUE,NA
1827656B,99476,NA,FALSE,NA
1827667B,71203,2,TRUE,NA
1827699D,192885,NA,FALSE,NA
1827731E,35813,NA,FALSE,NA
1827868C,9160,NA,FALSE,NA
1828466E,194588,NA,FALSE,NA
1828466E,78055,NA,TRUE,NA
1828504B,88866,NA,FALSE,NA
1828596C,12458,2,FALSE,NA
1828771B,99579,NA,FALSE,NA
182897E,65641,2,FALSE,NA
1829085C,51796,2,FALSE,NA
1829092B,82945,2,FALSE,NA
1829096C,97496,NA,FALSE,NA
1829115B,40143,NA,FALSE,NA
1829156B,264566,2,FALSE,NA
1829156B,7678,2,FALSE,NA
1829156B,218198,2,FALSE,NA
1829156B,82925,2,FALSE,NA
1829156B,304011,2,FALSE,NA
1829156B,390723,2,FALSE,NA
1829156B,12232,NA,FALSE,NA
1829156B,55286,NA,FALSE,NA
1829156B,109767,2,FALSE,NA
1829156B,191959,2,FALSE,NA
1829156B,51140,NA,TRUE,NA
182920D,358609,2,FALSE,NA
1829265A,31266,2,FALSE,NA
1829265A,19891,NA,FALSE,NA
1829265A,13011,2,FALSE,NA
1829265A,33915,2,FALSE,NA
1829384A,116299,2,FALSE,NA
182949C,17888,NA,FALSE,NA
1829530E,129203,NA,FALSE,NA
182973A,132546,2,FALSE,NA
1830437C,45809,2,FALSE,NA
1830820E,26849,NA,FALSE,NA
183091B,54150,2,FALSE,NA
1830965C,139173,2,FALSE,NA
1830965C,18697,2,FALSE,NA
1830965C,43205,2,FALSE,NA
183097D,401397,NA,FALSE,NA
1831432A,66703,2,FALSE,NA
1831602A,66703,2,FALSE,NA
1831645C,190906,2,FALSE,NA
1831660C,6645,2,FALSE,NA
183176E,55796,NA,FALSE,NA
183176E,169764,NA,FALSE,NA
183176E,215256,2,FALSE,NA
183176E,210364,NA,FALSE,NA
1831783E,162015,2,FALSE,NA
1831783E,92662,NA,FALSE,NA
1831783E,19369,NA,FALSE,NA
1831783E,46365,2,FALSE,NA
1831783E,65503,2,FALSE,NA
1831783E,67689,NA,FALSE,NA
1831783E,161430,NA,FALSE,NA
1831783E,90133,2,FALSE,NA
1831783E,30914,NA,FALSE,NA
1831783E,31128,2,FALSE,NA
1831783E,25033,2,FALSE,NA
1831783E,103711,2,FALSE,NA
1831783E,150137,NA,FALSE,NA
1831783E,260523,NA,FALSE,NA
1831783E,35271,2,FALSE,NA
1831783E,94265,2,FALSE,NA
1831783E,408979,2,FALSE,NA
1831783E,215039,2,FALSE,NA
1831783E,61897,NA,FALSE,NA
1831783E,171966,2,FALSE,NA
1831783E,242763,NA,FALSE,NA
1831783E,85411,NA,FALSE,NA
1831783E,105682,2,FALSE,NA
1831783E,10839,NA,FALSE,NA
1831783E,57024,NA,FALSE,NA
1831783E,179276,2,FALSE,NA
1831871D,78712,NA,FALSE,NA
1831906A,57679,2,FALSE,NA
1832115C,35851,2,FALSE,NA
183229D,85800,2,FALSE,NA
183229D,102617,2,FALSE,NA
183229D,5228,2,FALSE,NA
183229D,97562,NA,FALSE,NA
1832391D,317283,2,FALSE,NA
1832710D,42858,2,FALSE,NA
1832710D,14701,2,TRUE,NA
1832713E,467958,NA,FALSE,NA
183299B,163322,NA,FALSE,NA
1833103C,12893,2,FALSE,NA
1833103C,27144,NA,FALSE,NA
1833103C,59258,2,FALSE,NA
1833103C,99843,2,FALSE,NA
1833103C,107972,2,FALSE,NA
1833103C,57512,NA,FALSE,NA
1833103C,16726,NA,FALSE,NA
1833103C,59932,2,FALSE,NA
1833103C,85064,NA,FALSE,NA
1833103C,11688,NA,FALSE,NA
1833103C,221368,NA,FALSE,NA
1833103C,107072,2,TRUE,NA
1833103C,3472,2,TRUE,NA
1833103C,10216,2,TRUE,NA
183314A,385301,2,FALSE,NA
183329D,113637,NA,FALSE,NA
183329D,134765,2,FALSE,NA
1833312A,369112,2,FALSE,NA
1833374D,64138,NA,FALSE,NA
1833437A,535319,2,FALSE,NA
1833449A,67528,2,TRUE,NA
1833489C,63217,NA,FALSE,NA
1833489C,132052,NA,FALSE,NA
1833489C,67375,NA,FALSE,NA
1833489C,34713,NA,FALSE,NA
1833489C,41503,2,FALSE,NA
1833489C,120465,2,FALSE,NA
1833489C,76504,2,FALSE,NA
1833489C,140915,2,FALSE,NA
1833489C,55859,2,FALSE,NA
183387D,420126,2,FALSE,NA
183388D,156662,2,FALSE,NA
183388D,123854,2,FALSE,NA
183388D,63828,NA,FALSE,NA
183397B,313208,2,FALSE,NA
1834376B,508353,2,FALSE,NA
183459E,89164,2,FALSE,NA
1834956A,365291,2,FALSE,NA
183496E,18185,NA,FALSE,NA
1834987C,89207,2,FALSE,NA
1834997D,271613,NA,FALSE,NA
1834997D,292638,2,FALSE,NA
1834997D,12460,2,FALSE,NA
1834997D,136121,NA,FALSE,NA
1835034C,55034,NA,FALSE,NA
1835089E,62719,NA,FALSE,NA
1835089E,81136,2,FALSE,NA
18351A,22421,2,FALSE,NA
1835523B,344340,2,FALSE,NA
1835558A,364130,2,FALSE,NA
1835558A,53914,NA,FALSE,NA
1835558A,286992,2,FALSE,NA
1835585E,9390,NA,TRUE,NA
1835677C,66575,NA,FALSE,NA
183569E,258203,2,FALSE,NA
1835744B,192335,2,FALSE,NA
1835744B,54257,2,FALSE,NA
1835822D,371495,NA,FALSE,NA
183583A,19653,NA,FALSE,NA
183583A,15068,NA,FALSE,NA
1835914C,411238,NA,FALSE,NA
1835997C,67706,NA,FALSE,NA
1836042D,105865,2,FALSE,NA
1836073D,105104,NA,FALSE,NA
1836073D,6860,NA,FALSE,NA
1836139D,75726,2,FALSE,NA
1836139D,31319,2,FALSE,NA
1836139D,265367,2,FALSE,NA
1836139D,298865,NA,TRUE,NA
183616D,49709,NA,FALSE,NA
1836188A,122587,2,FALSE,NA
1836188A,41829,NA,FALSE,NA
183648A,22127,NA,FALSE,NA
183648A,111212,NA,FALSE,NA
183648A,20755,2,FALSE,NA
183648A,95345,NA,FALSE,NA
183648A,42603,NA,FALSE,NA
183648A,63127,NA,FALSE,NA
183648A,240456,NA,FALSE,NA
183648A,83335,NA,FALSE,NA
183648A,51715,2,TRUE,NA
183648A,26898,2,TRUE,NA
1836848D,148903,NA,FALSE,NA
1837607E,101251,NA,FALSE,NA
1837821A,17394,2,FALSE,NA
1837897C,215703,NA,FALSE,NA
1838431A,79999,2,FALSE,NA
1838715C,35813,NA,FALSE,NA
1838721E,496750,2,TRUE,NA
1838847E,273269,NA,FALSE,NA
1838847E,154388,NA,FALSE,NA
1838847E,173066,2,FALSE,NA
1839354B,108601,NA,FALSE,NA
1839354B,254656,2,FALSE,NA
183935A,234810,2,FALSE,NA
183935A,145573,NA,FALSE,NA
183935A,128701,2,FALSE,NA
183935A,148012,NA,TRUE,NA
183935A,62775,2,TRUE,NA
183942E,190507,2,FALSE,NA
183944D,28768,2,FALSE,NA
183961C,26110,2,FALSE,NA
1839710D,43975,2,FALSE,NA
1839710D,356997,NA,FALSE,NA
183973D,107697,NA,FALSE,NA
1839876B,33330,2,FALSE,NA
1839953B,104240,2,FALSE,NA
1839953B,337664,NA,FALSE,NA
1840013D,257912,NA,FALSE,NA
1840165C,87133,NA,FALSE,NA
1840547D,327744,NA,FALSE,NA
1840547D,204605,NA,FALSE,NA
1840692C,25430,NA,FALSE,NA
1841307D,104409,2,FALSE,NA
1841307D,53198,2,FALSE,NA
1841307D,25674,NA,FALSE,NA
1841307D,73440,NA,FALSE,NA
1841307D,193907,NA,FALSE,NA
1841307D,246101,2,TRUE,NA
1841405C,22421,2,FALSE,NA
184143D,107786,2,FALSE,NA
1841574D,114716,2,FALSE,NA
1841574D,333562,2,FALSE,NA
1841574D,11200,NA,TRUE,NA
1841574D,112955,2,TRUE,NA
18415E,13246,NA,TRUE,NA
1841866B,204128,2,FALSE,NA
184225A,201208,2,FALSE,NA
1842440E,95263,2,FALSE,NA
1842503D,36761,2,TRUE,NA
1842539A,83207,2,TRUE,NA
1842599E,76003,2,TRUE,NA
1842629B,263055,2,FALSE,NA
1842668E,17562,NA,TRUE,NA
1842686D,48195,NA,FALSE,NA
1842686D,108651,2,FALSE,NA
1842686D,115914,2,FALSE,NA
1842694E,62994,2,FALSE,NA
1842694E,223471,NA,FALSE,NA
1842694E,105685,NA,FALSE,NA
1842694E,34257,2,FALSE,NA
1842846D,123406,NA,FALSE,NA
184290C,97014,NA,FALSE,NA
1843154C,95086,NA,FALSE,NA
184322B,222431,NA,FALSE,NA
184322B,118455,NA,FALSE,NA
184322B,179903,2,FALSE,NA
184328D,197696,NA,FALSE,NA
1843497E,190372,2,FALSE,NA
1844120A,289107,2,FALSE,NA
1844176E,391788,NA,FALSE,NA
1844180E,162899,NA,FALSE,NA
1844180E,145050,2,FALSE,NA
184421C,300286,NA,FALSE,NA
1844481D,2781,NA,FALSE,NA
1844724D,177558,2,TRUE,NA
1845036B,155496,NA,FALSE,NA
1845036B,254025,NA,FALSE,NA
1845036B,217763,2,FALSE,NA
1845036B,288126,2,FALSE,NA
18450A,254568,2,FALSE,NA
1845191C,86427,2,FALSE,NA
184545D,22727,NA,FALSE,NA
1845538B,403520,2,FALSE,NA
1845644B,377369,NA,FALSE,NA
184564C,60325,NA,FALSE,NA
1845774B,89204,NA,TRUE,NA
1845774B,93116,2,TRUE,NA
184583B,75056,2,FALSE,NA
184583B,90087,2,FALSE,NA
184583B,25690,NA,FALSE,NA
184583B,138983,2,FALSE,NA
184583B,262763,NA,FALSE,NA
184583B,21166,2,FALSE,NA
1845920A,83882,NA,FALSE,NA
1845920A,100952,NA,FALSE,NA
1845920A,12303,NA,FALSE,NA
1845920A,122125,2,FALSE,NA
1845920A,125417,2,FALSE,NA
1845920A,26111,NA,FALSE,NA
184609B,320293,NA,FALSE,NA
184629D,91735,2,FALSE,NA
1846408B,156543,2,FALSE,NA
1846421B,150384,2,FALSE,NA
1846574D,46382,NA,TRUE,NA
1846576B,42260,2,FALSE,NA
1846576B,107500,2,FALSE,NA
1846576B,2072,2,FALSE,NA
1846576B,11531,NA,FALSE,NA
1846576B,55374,2,FALSE,NA
1846949C,413958,NA,FALSE,NA
1846949C,241430,2,FALSE,NA
1846949C,2779,NA,FALSE,NA
1846949C,38090,NA,FALSE,NA
1846949C,361055,2,FALSE,NA
1846949C,181232,NA,FALSE,NA
1846949C,192231,NA,FALSE,NA
1846949C,42976,2,FALSE,NA
1846949C,26291,2,FALSE,NA
1846949C,149282,NA,FALSE,NA
1846949C,164680,2,FALSE,NA
1846949C,186690,NA,FALSE,NA
1846949C,15074,2,FALSE,NA
1846949C,20203,NA,FALSE,NA
1846949C,90566,2,FALSE,NA
1846949C,324521,2,FALSE,NA
1846949C,115289,2,FALSE,NA
1846949C,147496,NA,FALSE,NA
1846949C,104941,NA,FALSE,NA
1846949C,116266,2,FALSE,NA
1846949C,295031,2,FALSE,NA
1846949C,110538,NA,FALSE,NA
1846949C,135350,NA,FALSE,NA
1846949C,31351,NA,FALSE,NA
1847063B,413103,NA,TRUE,NA
1847210E,394070,NA,FALSE,NA
1847310E,2560,2,FALSE,NA
1847310E,114926,NA,FALSE,NA
1847583A,92509,2,FALSE,NA
1847583A,79813,2,FALSE,NA
1847583A,168628,2,FALSE,NA
1847583A,256740,2,FALSE,NA
1847583A,73838,NA,FALSE,NA
1847583A,106247,2,FALSE,NA
1847583A,13652,NA,FALSE,NA
1847583A,183195,2,FALSE,NA
1847583A,100633,2,FALSE,NA
1847583A,14302,2,FALSE,NA
1847583A,205600,2,FALSE,NA
1847583A,140256,2,FALSE,NA
1847583A,313056,NA,FALSE,NA
1847583A,117047,NA,FALSE,NA
1847583A,100248,2,FALSE,NA
1847583A,235299,NA,FALSE,NA
1847583A,96475,NA,FALSE,NA
1847583A,11799,2,FALSE,NA
1847583A,308123,NA,FALSE,NA
1847583A,88919,2,FALSE,NA
1847583A,26191,2,FALSE,NA
1847583A,257707,2,FALSE,NA
1847583A,15658,NA,FALSE,NA
1847583A,98724,2,FALSE,NA
1847583A,71360,NA,FALSE,NA
1847583A,236054,2,FALSE,NA
1847583A,65166,NA,FALSE,NA
1847583A,177581,2,FALSE,NA
1847583A,90859,2,FALSE,NA
1847583A,86052,2,FALSE,NA
1847583A,177899,NA,FALSE,NA
1847583A,28088,2,FALSE,NA
1847583A,318222,2,FALSE,NA
1847583A,301757,NA,FALSE,NA
1847583A,242475,NA,FALSE,NA
1847583A,92110,2,FALSE,NA
1847583A,30936,NA,FALSE,NA
1847676A,131489,2,FALSE,NA
1847683B,73440,2,FALSE,NA
184778E,126710,2,FALSE,NA
184778E,1209,2,FALSE,NA
184778E,21761,NA,FALSE,NA
184778E,31128,NA,TRUE,NA
184778E,68520,NA,TRUE,NA
184778E,42609,NA,TRUE,NA
184778E,24573,2,TRUE,NA
184778E,338594,2,TRUE,NA
184778E,66546,2,TRUE,NA
184778E,52283,NA,TRUE,NA
184778E,261683,2,TRUE,NA
184778E,260426,NA,TRUE,NA
1847822A,94691,NA,FALSE,NA
1847909C,54257,NA,TRUE,NA
1848192E,26526,NA,FALSE,NA
1848286C,290903,2,FALSE,NA
184834B,194676,NA,FALSE,NA
184834B,57258,NA,FALSE,NA
1848443C,78017,2,FALSE,NA
1848551E,528319,NA,FALSE,NA
1848820C,78088,2,FALSE,NA
1848820C,55796,2,TRUE,NA
184884A,176092,NA,FALSE,NA
184905B,132397,2,FALSE,NA
1849082B,94536,NA,FALSE,NA
1849154C,111257,2,FALSE,NA
1849154C,135350,NA,FALSE,NA
1849154C,22280,2,FALSE,NA
1849154C,243632,NA,FALSE,NA
1849154C,60703,2,FALSE,NA
1849154C,17394,NA,FALSE,NA
1849154C,3586,2,FALSE,NA
1849154C,61889,NA,FALSE,NA
1849154C,150898,NA,FALSE,NA
1849154C,11057,2,TRUE,NA
1849154C,153955,NA,TRUE,NA
1849154C,74748,NA,TRUE,NA
1849154C,129926,NA,TRUE,NA
1849154C,44906,2,TRUE,NA
1849154C,366799,2,TRUE,NA
1849154C,256313,2,TRUE,NA
184941A,51597,2,FALSE,NA
184943C,207567,NA,FALSE,NA
184984A,5194,NA,FALSE,NA
185007A,27195,NA,TRUE,NA
185042D,361346,2,TRUE,NA
1850504B,66703,NA,FALSE,NA
185081E,33150,2,TRUE,NA
1850908D,31403,2,FALSE,NA
185101E,280351,NA,FALSE,NA
185139E,50600,NA,FALSE,NA
1851894A,120835,NA,FALSE,NA
1851894A,25885,NA,FALSE,NA
1851894A,4205,2,FALSE,NA
1851894A,77397,NA,FALSE,NA
1851894A,55170,2,FALSE,NA
1851894A,77623,2,TRUE,NA
1851894A,37336,2,TRUE,NA
1851916D,33254,2,FALSE,NA
1851962B,67570,NA,FALSE,NA
1852024D,167202,NA,FALSE,NA
185229B,15242,2,FALSE,NA
1852381B,219147,2,FALSE,NA
1852381B,90442,NA,FALSE,NA
1852399A,75795,2,FALSE,NA
1852604B,199579,NA,TRUE,NA
1852685A,108195,NA,FALSE,NA
1852777C,98244,2,FALSE,NA
1852777C,41848,NA,FALSE,NA
1852777C,98774,2,FALSE,NA
1852777C,98724,NA,TRUE,NA
185293C,502389,NA,TRUE,NA
1853130A,65931,NA,FALSE,NA
1853227D,351311,NA,FALSE,NA
1853556C,95607,NA,FALSE,NA
1853612C,95314,2,FALSE,NA
1853612C,359222,2,FALSE,NA
1853612C,137393,2,FALSE,NA
185403E,48331,2,FALSE,NA
1854057B,78123,2,FALSE,NA
185409C,85463,2,FALSE,NA
185409C,37106,2,FALSE,NA
185409C,109454,2,FALSE,NA
185409C,57872,2,FALSE,NA
185409C,86535,2,FALSE,NA
185409C,58823,2,FALSE,NA
185409C,47188,NA,FALSE,NA
185409C,148515,NA,FALSE,NA
185409C,40442,2,FALSE,NA
185409C,16884,NA,FALSE,NA
185409C,126020,2,FALSE,NA
185409C,17943,2,TRUE,NA
185409C,21361,2,TRUE,NA
185422D,363494,NA,FALSE,NA
1854296A,418093,2,FALSE,NA
1854416D,73866,NA,FALSE,NA
185442D,52206,2,TRUE,NA
1854453B,499913,NA,FALSE,NA
185461C,11808,NA,FALSE,NA
185480A,162190,NA,FALSE,NA
1855008C,16205,2,FALSE,NA
1855010A,20658,2,FALSE,NA
1855010A,13391,2,TRUE,NA
1855036C,383469,NA,FALSE,NA
1855036C,82102,2,FALSE,NA
1855036C,81029,2,FALSE,NA
1855075E,435246,2,FALSE,NA
1855543C,8596,2,FALSE,NA
1855774B,201592,2,FALSE,NA
1856163D,29650,NA,FALSE,NA
1856163D,31609,NA,FALSE,NA
1856163D,150863,NA,FALSE,NA
1856303E,68226,NA,FALSE,NA
1856303E,48878,2,FALSE,NA
1856303E,102234,2,FALSE,NA
1856438B,143307,NA,FALSE,NA
1856447E,359630,2,FALSE,NA
1856475E,163124,NA,FALSE,NA
1856536A,56784,NA,FALSE,NA
1856536A,60435,NA,FALSE,NA
1856536A,77588,2,FALSE,NA
1856536A,133733,2,FALSE,NA
1857266B,328828,NA,FALSE,NA
1857658B,139627,2,FALSE,NA
1857658B,22133,2,FALSE,NA
1857775D,52349,2,FALSE,NA
185781E,281100,2,FALSE,NA
1857824B,322024,NA,FALSE,NA
1857878E,89214,2,TRUE,NA
1858257A,68955,NA,FALSE,NA
1858263D,133751,2,FALSE,NA
1858263D,114320,2,FALSE,NA
185857C,183081,2,FALSE,NA
1858699A,86183,NA,FALSE,NA
1858705A,135930,2,FALSE,NA
1858705A,24796,2,FALSE,NA
1858747B,9326,NA,FALSE,NA
1858887A,135856,NA,FALSE,NA
1858940E,512881,2,TRUE,NA
1859030D,366229,NA,FALSE,NA
1859030D,265368,NA,FALSE,NA
1859030D,366230,NA,FALSE,NA
185927A,385730,NA,FALSE,NA
1859521C,113229,NA,FALSE,NA
1859521C,20216,2,FALSE,NA
1859521C,10733,NA,FALSE,NA
1859521C,30910,2,FALSE,NA
1859521C,25885,NA,FALSE,NA
1859521C,23567,NA,FALSE,NA
1859521C,34510,2,FALSE,NA
1859521C,95222,2,FALSE,NA
1859521C,10545,2,FALSE,NA
1859521C,103468,2,FALSE,NA
1859521C,12458,2,FALSE,NA
1859521C,22210,NA,FALSE,NA
1859521C,12449,NA,FALSE,NA
1859521C,40054,2,FALSE,NA
1859521C,11021,NA,FALSE,NA
1859521C,19973,NA,FALSE,NA
1859521C,19565,2,FALSE,NA
1859521C,32142,2,FALSE,NA
1859521C,78608,2,FALSE,NA
1859521C,66236,NA,FALSE,NA
1859521C,22682,NA,FALSE,NA
1859521C,10076,NA,FALSE,NA
1859521C,43462,NA,FALSE,NA
1859521C,79745,NA,FALSE,NA
1859521C,17863,NA,FALSE,NA
1859521C,41853,NA,FALSE,NA
1859521C,113540,NA,FALSE,NA
1859521C,30516,2,FALSE,NA
1859521C,12618,2,TRUE,NA
1859521C,41702,NA,TRUE,NA
1859521C,28996,NA,TRUE,NA
1859679C,452758,NA,FALSE,NA
1859680C,176574,2,FALSE,NA
185978B,22881,2,FALSE,NA
1859825A,87437,2,FALSE,NA
185987B,56438,2,FALSE,NA
1860010C,162423,2,FALSE,NA
1860035B,285382,NA,FALSE,NA
